,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
46472,юр. лицо,списание средств,2938.24,наличный,Брест,БелАгропромбанк-FCGM-381,15-05-2013,23:48:01,недостаточно средств,да,220.06
46479,физ. лицо,получение средств,4263.08,безналичный,Брест,Белинвестбанк-EHQO-351,24-01-2005,23:56:12,успешно,нет,0.0
46518,юр. лицо,списание средств,4991.38,безналичный,Могилев,МаксБанк-QSAQ-264,17-07-2023,23:32:45,недостаточно средств,нет,0.0
46527,юр. лицо,списание средств,1293.32,безналичный,Минск,Приорбанк-QJKV-547,25-09-2018,23:34:05,недостаточно средств,да,95.71
46569,юр. лицо,списание средств,4534.22,безналичный,Витебск,Белинвестбанк-EYSB-833,06-08-2017,23:44:35,неправильный ввод пин-кода,да,143.2
46571,физ. лицо,получение средств,4516.02,безналичный,Брест,БелАгропромбанк-ZJHP-273,25-12-2008,23:13:06,успешно,нет,0.0
46574,юр. лицо,получение средств,2244.11,наличный,Гомель,Белинвестбанк-VRAM-884,29-02-2008,23:55:06,успешно,нет,0.0
46716,физ. лицо,списание средств,2007.63,наличный,Минск,БелАгропромбанк-PBRZ-633,19-06-2018,23:17:40,успешно,нет,0.0
46734,юр. лицо,списание средств,1623.21,наличный,Гомель,МаксБанк-FTRU-624,19-07-2020,23:14:34,успешно,да,45.23
46790,физ. лицо,списание средств,1906.49,наличный,Гродно,Белинвестбанк-RHTX-519,14-03-2001,23:22:20,успешно,да,189.34
46791,физ. лицо,списание средств,390.57,наличный,Могилев,БелАгропромбанк-RFCR-774,18-08-2013,23:15:21,неправильный ввод пин-кода,нет,0.0
46904,юр. лицо,получение средств,199.93,безналичный,Брест,БелАгропромбанк-QROJ-537,24-06-2020,23:29:07,успешно,нет,0.0
46940,юр. лицо,получение средств,3500.34,наличный,Могилев,БелАгропромбанк-GHQK-578,10-02-2020,23:31:57,успешно,нет,0.0
46953,физ. лицо,списание средств,1657.02,наличный,Брест,Белинвестбанк-SAVA-125,28-06-2023,23:16:01,недостаточно средств,нет,0.0
46978,физ. лицо,получение средств,2153.79,наличный,Могилев,БелАгропромбанк-NMTQ-889,13-03-2020,23:08:56,успешно,нет,0.0
47010,юр. лицо,получение средств,2650.84,безналичный,Гродно,БелАгропромбанк-QBBF-169,09-03-2018,23:39:54,успешно,нет,0.0
47092,физ. лицо,получение средств,1748.12,наличный,Витебск,Приорбанк-JHSC-461,03-08-2004,23:08:25,успешно,нет,0.0
47156,юр. лицо,списание средств,2403.89,наличный,Могилев,Белинвестбанк-UNAU-668,28-01-2014,23:28:34,успешно,нет,0.0
47161,физ. лицо,списание средств,3501.72,безналичный,Витебск,БелАгропромбанк-FVNW-624,20-05-2021,23:30:01,неправильный ввод пин-кода,нет,0.0
47191,физ. лицо,списание средств,515.73,наличный,Могилев,Беларусбанк-GCZX-214,09-12-2021,23:11:06,неправильный ввод пин-кода,нет,0.0
47202,юр. лицо,получение средств,1226.85,наличный,Гомель,Приорбанк-ZUOH-740,08-05-2012,23:02:12,успешно,нет,0.0
47211,юр. лицо,списание средств,4519.16,наличный,Гродно,Белинвестбанк-GMYQ-018,07-07-2007,23:57:51,недостаточно средств,нет,0.0
47288,юр. лицо,получение средств,2870.44,наличный,Гродно,БелАгропромбанк-AOGT-301,08-06-2020,23:44:17,успешно,нет,0.0
47304,юр. лицо,списание средств,3580.57,безналичный,Витебск,Белинвестбанк-TXDD-151,08-07-2020,23:06:18,недостаточно средств,нет,0.0
47412,юр. лицо,списание средств,573.69,безналичный,Витебск,БелАгропромбанк-AUFX-275,25-02-2023,23:48:10,успешно,нет,0.0
47432,физ. лицо,списание средств,1730.77,безналичный,Могилев,БелАгропромбанк-DHCF-482,21-08-2020,23:02:51,недостаточно средств,нет,0.0
47455,физ. лицо,получение средств,3971.26,наличный,Витебск,БелАгропромбанк-IEQF-153,16-05-2024,23:56:16,успешно,нет,0.0
47481,юр. лицо,списание средств,4546.96,наличный,Гомель,МаксБанк-KWUL-674,29-06-2015,23:34:36,неправильный ввод пин-кода,нет,0.0
47528,юр. лицо,получение средств,1064.84,наличный,Витебск,Беларусбанк-FDYQ-871,02-01-2021,23:35:12,успешно,нет,0.0
47572,юр. лицо,списание средств,4490.04,наличный,Витебск,Белинвестбанк-YIOS-906,24-02-2003,23:40:58,недостаточно средств,нет,0.0
47613,юр. лицо,получение средств,4112.5,наличный,Могилев,Беларусбанк-YXMV-081,21-03-2002,23:44:40,успешно,нет,0.0
47619,физ. лицо,получение средств,3623.23,наличный,Витебск,Приорбанк-UIYG-407,24-03-2017,23:35:05,успешно,нет,0.0
47717,юр. лицо,списание средств,2533.1,безналичный,Гомель,БелАгропромбанк-SREP-052,13-05-2017,23:33:03,недостаточно средств,нет,0.0
47818,физ. лицо,списание средств,1628.67,наличный,Витебск,Приорбанк-KMEE-491,25-06-2011,23:58:19,недостаточно средств,нет,0.0
47832,юр. лицо,получение средств,4570.54,наличный,Брест,Белинвестбанк-ZTRF-589,11-05-2023,23:37:09,успешно,нет,0.0
47841,физ. лицо,списание средств,3219.82,безналичный,Брест,МаксБанк-PQXU-968,13-07-2013,23:43:20,недостаточно средств,нет,0.0
47882,физ. лицо,получение средств,2008.56,безналичный,Брест,Белинвестбанк-AWAP-894,31-05-2012,23:35:36,успешно,нет,0.0
48007,физ. лицо,списание средств,1227.21,безналичный,Минск,Приорбанк-RGIT-028,29-03-2009,23:27:12,успешно,да,62.7
48041,юр. лицо,списание средств,1711.22,наличный,Брест,Беларусбанк-XPNW-022,08-12-2005,23:00:17,успешно,нет,0.0
48077,юр. лицо,получение средств,4044.62,безналичный,Гомель,МаксБанк-ZUCE-655,10-12-2013,23:18:33,успешно,нет,0.0
48132,юр. лицо,получение средств,1103.6,наличный,Минск,БелАгропромбанк-PQOA-147,11-09-2004,23:06:50,успешно,нет,0.0
48139,физ. лицо,получение средств,4610.16,наличный,Могилев,Приорбанк-SWBN-104,20-10-2023,23:22:35,успешно,нет,0.0
48166,физ. лицо,получение средств,4748.2,безналичный,Брест,Приорбанк-YEVA-432,25-11-2014,23:01:26,успешно,нет,0.0
48195,физ. лицо,получение средств,475.55,наличный,Витебск,Беларусбанк-MPKL-923,12-08-2013,23:36:21,успешно,нет,0.0
48224,юр. лицо,списание средств,2664.45,наличный,Брест,Приорбанк-CINJ-127,14-11-2009,23:25:04,неправильный ввод пин-кода,нет,0.0
48263,физ. лицо,получение средств,1124.57,безналичный,Могилев,Белинвестбанк-SXLR-799,21-06-2006,23:54:02,успешно,нет,0.0
